Current_Word,Next_Word,Levenshtein_Distance
home,photo,3
photo,printers,6
printers,offered,7
offered,better,6
better,deal,5
deal,handing,6
handing,snaps,6
snaps,photo,5
photo,lab,5
lab,tests,5
tests,found,5
found,images,6
images,top,6
top,pc,3
pc,printers,7
printers,kept,7
kept,colour,6
colour,longer,4
longer,professionally,12
professionally,produced,11
produced,photographs,9
photographs,using,10
using,wrong,3
wrong,printer,5
printer,cartridge,7
cartridge,could,7
could,means,5
means,snaps,3
snaps,fade,4
fade,months,6
months,warned,6
warned,magazine,6
magazine,group,7
group,test,5
test,100,4
100,home,4
home,photo,3
photo,printers,6
printers,pcs,6
pcs,discovered,9
discovered,much,9
much,costs,5
costs,create,4
create,images,5
images,using,6
using,devices,6
devices,compared,7
compared,online,6
online,developers,8
developers,well,8
well,high,4
high,street,6
street,names,5
names,jessops,6
jessops,boots,5
boots,snappy,6
snappy,snaps,2
snaps,comprehensive,11
comprehensive,test,11
test,also,3
also,revealed,6
revealed,quickly,7
quickly,different,9
different,printers,7
printers,produced,6
produced,images,7
images,quality,6
quality,finished,8
finished,image,6
image,resistant,7
resistant,finished,7
finished,pictures,6
pictures,smudging,8
smudging,water,8
water,damage,5
damage,found,6
found,although,6
although,ink,8
ink,printers,6
printers,costs,6
costs,Â£2,5
Â£2,per,3
per,millilitre,9
millilitre,still,8
still,cheaper,7
cheaper,produce,7
produce,prints,5
prints,photographs,8
photographs,home,9
home,send,4
send,high,4
high,street,6
street,store,3
store,really,6
really,like,6
like,photos,6
photos,definitely,9
definitely,worth,9
worth,printing,7
printing,home,8
home,instead,6
instead,going,7
going,high,4
high,street,6
street,choose,6
choose,right,6
right,printer,5
printer,said,6
said,nick,4
nick,ross,4
ross,top,3
top,tester,5
tester,pc,6
pc,pro,2
pro,mr,2
mr,ross,4
ross,said,4
said,new,4
new,generation,8
generation,printers,9
printers,produced,6
produced,images,7
images,brighter,6
brighter,colours,8
colours,less,5
less,likely,4
likely,fade,5
fade,many,3
many,high,4
high,street,6
street,developers,8
developers,even,7
even,professional,10
professional,wedding,9
wedding,photographers,13
photographers,high,10
high,street,6
street,photo,6
photo,shops,3
shops,cheapest,5
cheapest,came,5
came,developing,9
developing,prints,9
prints,6x4in,5
6x4in,said,4
said,mr,4
mr,ross,4
ross,test,3
test,revealed,7
revealed,images,6
images,7x5in,6
7x5in,8x10in,3
8x10in,size,6
size,cheaper,6
cheaper,produce,7
produce,home,5
home,according,8
according,pc,8
pc,pro,2
pro,producing,6
producing,print,5
print,8x10in,5
8x10in,epson,5
epson,r800,5
r800,printer,6
printer,using,5
using,top,5
top,quality,7
quality,paper,6
paper,costs,5
costs,Â£187,5
Â£187,jessops,7
jessops,image,7
image,would,5
would,cost,4
cost,Â£250,4
Â£250,snappy,6
snappy,snaps,2
snaps,Â£999,5
Â£999,10x7in,6
10x7in,snap,6
snap,boots,5
boots,would,4
would,cost,4
cost,Â£499,4
Â£499,considering,11
considering,inconvenient,8
inconvenient,go,11
go,high,3
high,street,6
street,silver-halide,11
silver-halide,prints,12
prints,fade,6
fade,sun,4
sun,adamant,6
adamant,better,7
better,cheaper,4
cheaper,convenient,7
convenient,print,7
print,home,5
home,said,4
said,ann,3
ann,simpson,6
simpson,marketing,8
marketing,manager,7
manager,snappy,5
snappy,snaps,2
snaps,believes,7
believes,convenience,8
convenience,high,10
high,street,6
street,printing,7
printing,continue,5
continue,attract,7
attract,customers,8
customers,people,8
people,want,6
want,thing,4
thing,computer,8
computer,feedback,8
feedback,us,8
us,customers,7
customers,often,7
often,print,5
print,two,5
two,three,4
three,pictures,5
pictures,home,7
home,order,4
order,get,4
get,good,3
good,one,3
one,said,4
said,many,3
many,people,6
people,skilled,5
skilled,getting,7
getting,colour,7
colour,contrast,6
contrast,cropping,7
cropping,right,7
right,dont,4
dont,want,2
want,hassle,5
hassle,added,5
added,magazine,7
magazine,test,8
test,found,5
found,ink,4
ink,consumers,8
consumers,use,7
use,determined,9
determined,long,9
long,prints,5
prints,lasted,6
lasted,started,3
started,fading,6
fading,recommended,10
recommended,avoiding,9
avoiding,so-called,9
so-called,third-party,10
third-party,inks,10
inks,produced,8
produced,printer,5
printer,makers,6
makers,tended,6
tended,produce,6
produce,prints,5
prints,fade,6
fade,quickest,7
gaming,world,6
world,2005,5
2005,finished,8
finished,doom,8
doom,3,4
3,half,4
half,life,4
life,2,4
2,halo,4
halo,2,4
2,dont,4
dont,worry,4
worry,theres,5
theres,host,5
host,gaming,6
gaming,gems,4
gems,set,3
set,release,6
release,2005,7
2005,,4
,world,5
world,warcraft,6
warcraft,,8
,us,2
us,reception,9
reception,game,8
game,developers,9
developers,blizzard,9
blizzard,hugely,8
hugely,enthusiastic,10
enthusiastic,title,9
title,topping,6
topping,competitors,8
competitors,area,10
area,life-eating,9
life-eating,high-fantasy,8
high-fantasy,massively,11
massively,multiplayer,8
multiplayer,role-player,4
role-player,gaming,11
gaming,solid,5
solid,diverse,7
diverse,accessible,7
accessible,visually,8
visually,striking,8
striking,may,8
may,well,4
well,open,4
open,genre,4
genre,like,4
like,never,4
never,nothing,6
nothing,else,7
else,develop,5
develop,vast,6
vast,loyal,5
loyal,community,8
community,released,9
released,25,8
25,february,8
february,pc,8
pc,ico,2
ico,2,3
2,working,7
working,title,7
title,ico,4
ico,remains,6
remains,benchmark,7
benchmark,ps2,9
ps2,gaming,6
gaming,title,6
title,took,4
took,players,7
players,uniquely,7
uniquely,atmospheric,10
atmospheric,artistic,7
artistic,world,8
world,adventure,9
adventure,spiritual,7
spiritual,sequel,6
sequel,visuals,5
visuals,echo,7
echo,original,8
original,promises,6
promises,expand,8
expand,ico,6
ico,world,5
world,hero,4
hero,wanda,5
wanda,taking,5
taking,series,5
series,giants,5
giants,known,6
known,working,6
working,title,7
title,wanda,5
wanda,colossus,8
colossus,release,6
release,date,5
date,confirmed,8
confirmed,ps2,9
ps2,legend,6
legend,zelda,5
zelda,,5
,charismatic,11
charismatic,cel,10
cel,imagery,6
imagery,scrapped,7
scrapped,favour,7
favour,dark,5
dark,detailed,6
detailed,aesthetic,7
aesthetic,realism,8
realism,isnt,6
isnt,quite,4
quite,right,5
right,word,5
word,connects,7
connects,ocarina,7
ocarina,time,6
time,link,3
link,resumes,7
resumes,teenage,6
teenage,incarnation,9
incarnation,though,11
though,enemies,7
enemies,elements,4
elements,moves,6
moves,look,4
look,familiar,7
familiar,impressive,9
impressive,trailer,8
trailer,released,7
released,horseback,8
horseback,adventuring,11
adventuring,across,9
across,vast,5
vast,land,3
land,promised,7
promised,release,6
release,date,5
date,confirmed,8
confirmed,gamecube,8
gamecube,advance,6
advance,wars,6
wars,ds,3
ds,uk,2
uk,nintendo,8
nintendo,ds,7
ds,launch,6
launch,line-up,6
line-up,still,7
still,confirmed,8
confirmed,time,6
time,writing,5
writing,titles,5
titles,exploit,6
exploit,two-screen,10
two-screen,touch,7
touch,capacity,7
capacity,like,7
like,warioware,7
warioware,touched,8
touched,segas,7
segas,feel,4
feel,magic,5
magic,making,3
making,strong,4
strong,impression,8
impression,territories,9
territories,personally,9
personally,cant,9
cant,wait,2
wait,latest,4
latest,advance,7
advance,wars,6
wars,franchise,7
franchise,icing,7
icing,cake,4
cake,nintendo,7
nintendo,handheld,6
handheld,gaming,7
gaming,past,5
past,years,4
years,release,5
release,date,5
date,confirmed,8
confirmed,ds,9
ds,stalker,7
stalker,,7
,following,9
following,high-spec,9
high-spec,footsteps,8
footsteps,far,8
far,cry,3
cry,half-life,9
half-life,2,9
2,looks,5
looks,like,3
like,key,3
key,upcoming,8
upcoming,pc,6
pc,first-person,11
first-person,shooter,9
shooter,role-playing,12
role-playing,elements,10
elements,fact,7
fact,inspired,8
inspired,part,6
part,andrei,5
andrei,tarkovskys,9
tarkovskys,enigmatic,10
enigmatic,1979,9
1979,masterpiece,11
masterpiece,stalker,8
stalker,set,5
set,2012,4
2012,disaster,8
disaster,zone,7
zone,world,4
world,decay,5
decay,mutation,7
mutation,makes,6
makes,intriguing,10
intriguing,released,10
released,1,8
1,march,5
march,pc,4
pc,metal,5
metal,gear,3
gear,solid:,6
solid:,snake,5
snake,eater,4
eater,,5
,hideo,5
hideo,kojima,6
kojima,serious,6
serious,stealth,6
stealth,featuring,8
featuring,action,7
action,soviet-controlled,14
soviet-controlled,jungle,14
jungle,1964,6
1964,game,4
game,see,3
see,snake,3
snake,survive,5
survive,wits,6
wits,jungle,6
jungle,including,8
including,eating,6
eating,wildlife,7
wildlife,expect,8
expect,cinematic,7
cinematic,cut,7
cut,scenes,5
scenes,polished,7
polished,production,8
production,values,9
values,released,6
released,march,7
march,ps2,5
ps2,dead,4
dead,alive,5
alive,ultimate,5
ultimate,tecmos,7
tecmos,team,3
team,ninja,5
ninja,back,5
back,retooled,8
retooled,revamped,4
revamped,versions,7
versions,dead,7
dead,alive,5
alive,1,5
1,2,1
2,heres,5
heres,big,5
big,big,0
big,deal,4
deal,though,6
though,-,6
-,theyre,6
theyre,playable,6
playable,xbox,7
xbox,live,4
live,released,6
released,11,8
11,march,5
march,xbox,5
xbox,knights,7
knights,old,7
old,republic,7
republic,ii,7
ii,looks,5
looks,set,5
set,build,5
build,acclaimed,7
acclaimed,original,8
original,star,7
star,wars,3
wars,role,4
role,playing,7
playing,game,6
game,new,4
new,characters,9
characters,new,9
new,force,5
force,powers,5
powers,new,5
new,set,2
set,moral,5
moral,decisions,9
decisions,despite,6
despite,different,7
different,developer,8
developer,released,6
released,11,8
11,february,8
february,xbox,7
xbox,pc,4
bond,game,4
game,fails,4
fails,shake,5
shake,stir,4
stir,gaming,5
gaming,fans,4
fans,word,4
word,goldeneye,7
goldeneye,evokes,8
evokes,excited,5
excited,memories,6
memories,james,5
james,bond,5
bond,revival,7
revival,flick,6
flick,1995,5
1995,also,4
also,classic,5
classic,shoot-em-up,11
shoot-em-up,accompanied,10
accompanied,left,11
left,n64,4
n64,owners,5
owners,glued,5
glued,consoles,7
consoles,many,7
many,hour,4
hour,adopting,7
adopting,hallowed,8
hallowed,title,6
title,somewhat,8
somewhat,backfires,9
backfires,new,8
new,game,4
game,fails,4
fails,deliver,6
deliver,promise,6
promise,name,5
name,struggles,8
struggles,generate,8
generate,originals,8
originals,massive,8
massive,sense,5
sense,fun,4
fun,however,7
however,sequel,6
sequel,relate,5
relate,goldeneye,7
goldeneye,film,8
film,eponymous,8
eponymous,renegade,8
renegade,spy,8
spy,agent,5
agent,deserts,5
deserts,bond,7
bond,worlds,4
worlds,extensive,8
extensive,ranks,8
ranks,criminal,6
criminal,masterminds,8
masterminds,deemed,8
deemed,brutal,6
brutal,mi6,6
mi6,new,3
new,commander-in-chief,16
commander-in-chief,portly,16
portly,auric,5
auric,goldfinger,9
goldfinger,last,9
last,seen,4
seen,1964,4
1964,happily,7
happily,running,6
running,around,6
around,bent,5
bent,world,5
world,domination,9
domination,determination,4
determination,justify,11
justify,name,7
name,even,4
even,less,4
less,convincing,10
convincing,tina,8
tina,turners,5
turners,similarly-titled,15
similarly-titled,theme,14
theme,song,5
song,game,4
game,literally,8
literally,gives,7
gives,player,5
player,golden,5
golden,eye,5
eye,following,9
following,injury,9
injury,enables,6
enables,degree,6
degree,x-ray,5
x-ray,vision,6
vision,rogue,6
rogue,agent,5
agent,signals,6
signals,intentions,8
intentions,featuring,8
featuring,james,8
james,bond,5
bond,initially,9
initially,proceeding,10
proceeding,kill,9
kill,within,5
within,moments,7
moments,squashed,8
squashed,plummeting,9
plummeting,helicopter,9
helicopter,notion,8
notion,course,5
course,add,6
add,novel,5
novel,dark,5
dark,edge,4
edge,7,4
7,game,4
game,premise,5
premise,simply,6
simply,get,6
get,juices,5
juices,flowing,7
flowing,like,5
like,needs,5
needs,recent,4
recent,bond,5
bond,games,5
games,like,4
like,nightfire,7
nightfire,everything,8
everything,nothing,5
nothing,competent,7
competent,fine,8
fine,job,4
job,capturing,9
capturing,sense,9
sense,flair,5
flair,invention,8
invention,glamour,9
glamour,film,6
film,franchise,7
franchise,title,8
title,lacks,5
lacks,aura,4
aura,bond,4
bond,magic,5
magic,shines,6
shines,feels,5
feels,like,5
like,lucky,3
lucky,accident,7
accident,central,7
central,problem,7
problem,gameplay,7
gameplay,good,7
good,enough,5
enough,quite,6
quite,aside,3
aside,bizarre,6
bizarre,inability,8
inability,jump,9
jump,even,4
even,bizarre,7
bizarre,glaring,6
glaring,graphical,6
graphical,bugs,9
bugs,dubious,5
dubious,enemy,7
enemy,ai,5
ai,levels,6
levels,simply,5
simply,put,5
put,together,7
together,much,7
much,style,5
style,imagination,10
imagination,admittedly,10
admittedly,competition,9
competition,tough,10
tough,even,5
even,recent,3
recent,weeks,4
weeks,likes,4
likes,halo,5
halo,2,4
2,half,4
half,life,4
life,2,4
2,triumphing,10
triumphing,virtually,9
virtually,every,7
every,department,8
department,game,7
game,good,3
good,enveloping,9
enveloping,noisy,7
noisy,dynamic,6
dynamic,scenes,7
scenes,violent,6
violent,chaos,7
chaos,trend,5
trend,late,5
late,made,2
made,feel,4
feel,like,4
like,midst,4
midst,really,6
really,messy,4
messy,fraught,7
fraught,encounter,8
encounter,sadly,9
sadly,sense,4
sense,action,6
action,outweighed,8
outweighed,difficulty,10
difficulty,navigating,10
navigating,battling,6
battling,within,5
within,chaos,6
chaos,meaning,6
meaning,frustration,9
frustration,often,9
often,outcome,5
outcome,irregular,9
irregular,save,8
save,points,6
points,mean,5
mean,backtrack,8
backtrack,time,8
time,killed,4
killed,minute,5
minute,red,6
red,dot,3
dot,passes,6
passes,crosshair,7
crosshair,although,9
although,collision-detection,17
collision-detection,suspect,15
suspect,difficulties,10
difficulties,aiming,10
aiming,weapons,6
weapons,compensated,8
compensated,shooting,10
shooting,enemies,7
enemies,distance,8
distance,tricky,7
tricky,always,6
always,know,6
know,picked,6
picked,since,4
since,dead,5
dead,enemies,6
enemies,vanish,6
vanish,literally,9
literally,fully,6
fully,hit,5
hit,floor,5
floor,woefully,7
woefully,uninspiring,11
uninspiring,death,11
death,animations,8
animations,perhaps,8
perhaps,indicative,9
indicative,lack,9
lack,confidence,9
confidence,game,9
game,makers,4
makers,allow,5
allow,several,7
several,different,7
different,weapons,8
weapons,almost,6
almost,immediately,9
immediately,throw,11
throw,quickly,7
quickly,raging,7
raging,firefights,8
firefights,-,10
-,time,4
time,risked,4
risked,measured,5
measured,build-up,8
build-up,far,8
far,satisfying,9
satisfying,element,9
element,game,5
game,seeing,6
seeing,old,6
old,favourites,9
favourites,like,8
like,dr,4
dr,goldfinger,8
goldfinger,hat-fiend,8
hat-fiend,oddjob,9
oddjob,crazed,6
crazed,russian,7
russian,sex,6
sex,beast,4
beast,xenia,4
xenia,onatopp,7
onatopp,resurrected,11
resurrected,years,9
years,faces,4
faces,rendered,7
rendered,impressively,9
impressively,recognisable,11
recognisable,fashion,11
fashion,real,7
real,thrill,4
thrill,battle,5
battle,legendary,9
legendary,villains,9
villains,testament,7
testament,power,8
power,bond,4
bond,universe,8
universe,cut,8
cut,dash,4
dash,in-game,6
in-game,niggles,5
niggles,combined,7
combined,story,8
story,presentation,10
presentation,feel,10
feel,sufficiently,9
sufficiently,well,10
well,thought-through,15
thought-through,make,15
make,disappointment,12
disappointment,diehard,12
diehard,fans,6
fans,bond,3
bond,probably,7
probably,find,8
find,enough,6
enough,make,6
make,worthwhile,9
worthwhile,purchase,7
purchase,try,7
try,ignore,5
ignore,failings,7
failings,game,7
game,weak,4
weak,completely,9
completely,unplayable,8
unplayable,7,10
7,fanatics,8
fanatics,may,7
may,also,4
also,take,4
take,umbrage,5
umbrage,cavalier,7
cavalier,blending,7
blending,characters,10
characters,different,9
different,eras,7
eras,given,5
given,james,4
james,bonds,4
bonds,healthy,7
healthy,pedigree,7
pedigree,past,7
past,games,4
games,every,5
every,reason,5
reason,hope,6
hope,blip,4
blip,commendable,10
commendable,idea,9
idea,worked,5
worked,rectified,7
rectified,character,8
character,inevitably,10
inevitably,makes,9
makes,return,6
return,goldeneye:,9
goldeneye:,rogue,8
rogue,agent,5
humanoid,robot,7
robot,learns,6
learns,run,5
run,car-maker,8
car-maker,hondas,8
hondas,humanoid,6
humanoid,robot,7
robot,asimo,5
asimo,got,5
got,faster,5
faster,smarter,3
smarter,japanese,7
japanese,firm,8
firm,leader,6
leader,developing,9
developing,two-legged,9
two-legged,robots,9
robots,new,6
new,improved,7
improved,asimo,7
asimo,advanced,7
advanced,step,7
step,innovative,9
innovative,mobility,8
mobility,run,8
run,find,3
find,way,4
way,around,6
around,obstacles,9
obstacles,well,8
well,interact,7
interact,people,7
people,eventually,8
eventually,asimo,10
asimo,could,5
could,find,4
find,gainful,5
gainful,employment,10
employment,homes,7
homes,offices,5
offices,aim,6
aim,develop,7
develop,robot,6
robot,help,5
help,people,4
people,daily,5
daily,lives,5
lives,said,5
said,honda,4
honda,spokesman,7
spokesman,get,8
get,robot,4
robot,running,6
running,first,7
first,time,4
time,easy,4
easy,process,6
process,involved,7
involved,asimo,8
asimo,making,4
making,accurate,8
accurate,leap,7
leap,absorbing,9
absorbing,impact,9
impact,landing,7
landing,without,7
without,slipping,7
slipping,spinning,3
spinning,run,7
run,capable,7
capable,perhaps,7
perhaps,quite,7
quite,olympic,7
olympic,star,7
star,kelly,5
kelly,holmes,5
holmes,standard,8
standard,3km/h,8
3km/h,closer,6
closer,leisurely,7
leisurely,jog,9
jog,makers,6
makers,claim,6
claim,almost,5
almost,four,5
four,times,5
times,fast,5
fast,sonys,5
sonys,qrio,5
qrio,became,6
became,first,6
first,robot,4
robot,run,4
run,last,4
last,year,4
year,criteria,7
criteria,running,7
running,robots,6
robots,defined,7
defined,engineers,6
engineers,feet,7
feet,ground,6
ground,strides,6
strides,asimo,6
asimo,improved,7
improved,ways,8
ways,increasing,9
increasing,walking,7
walking,speed,7
speed,16km/h,6
16km/h,25km,4
25km,growing,7
growing,10cm,7
10cm,130cm,1
130cm,putting,7
putting,2kg,6
2kg,weight,5
weight,may,6
may,quite,5
quite,ready,5
ready,yoga,5
yoga,freedom,7
freedom,movement,7
movement,able,7
able,twist,5
twist,hips,4
hips,bend,4
bend,wrists,6
wrists,thumbs,5
thumbs,neck,6
neck,asimo,5
asimo,already,6
already,made,5
made,mark,2
mark,international,12
international,robot,11
robot,scene,5
scene,november,6
november,inducted,7
inducted,robot,7
robot,hall,5
hall,fame,3
fame,wowed,4
wowed,audiences,8
audiences,around,7
around,world,4
world,ability,6
ability,walk,6
walk,upstairs,7
upstairs,recognise,8
recognise,faces,7
faces,come,4
come,beckoned,5
beckoned,august,8
august,2003,6
2003,even,4
even,attended,6
attended,state,6
state,dinner,5
dinner,czech,6
czech,republic,8
republic,travelling,7
travelling,japanese,9
japanese,prime,6
prime,minister,6
minister,goodwill,8
goodwill,envoy,8
envoy,one,4
one,handful,6
handful,robots,7
robots,used,6
used,tech,4
tech,firms,5
firms,trumpet,6
trumpet,technological,12
technological,advances,11
advances,technology,9
technology,developed,8
developed,asimo,8
asimo,could,5
could,used,4
used,automobile,9
automobile,industry,10
industry,electronics,10
electronics,increasingly,11
increasingly,take,11
take,mechanics,8
mechanics,car,7
car,design,6
design,moment,6
moment,asimos,6
asimos,biggest,6
biggest,role,6
role,entertainer,9
entertainer,audience,10
audience,gathered,7
gathered,see,6
see,first,5
first,public,6
public,run,5
run,greeted,6
greeted,slightly,7
slightly,comical,7
comical,gait,6
gait,amusement,8
amusement,according,7
according,reports,7
reports,robots,3
robots,fulfil,6
fulfil,serious,7
serious,functions,6
functions,society,7
society,united,6
united,nations,6
nations,economic,7
economic,commission,8
commission,europe,10
europe,predicts,7
predicts,worldwide,7
worldwide,market,8
market,industrial,9
industrial,robots,9
robots,swell,6
swell,81000,5
81000,units,5
units,2003,5
2003,106000,4
106000,2007,4
nintendo,adds,7
adds,media,4
media,playing,6
playing,ds,7
ds,nintendo,7
nintendo,releasing,9
releasing,adapter,8
adapter,ds,6
ds,handheld,7
handheld,console,6
console,play,7
play,music,5
music,video,5
video,add-on,4
add-on,ds,5
ds,means,4
means,people,5
people,download,7
download,tv,8
tv,programmes,10
programmes,film,9
film,clips,4
clips,mp3,4
mp3,files,5
files,adaptor,7
adaptor,play,6
play,back,4
back,move,4
move,release,6
release,media,5
media,add-on,5
add-on,attempt,6
attempt,japanese,7
japanese,games,5
games,giant,4
giant,protect,6
protect,dominance,8
dominance,handheld,9
handheld,gaming,7
gaming,market,5
market,nintendo,7
nintendo,said,7
said,media,4
media,adapter,7
adapter,available,7
available,february,8
february,japan,7
japan,nintendo,7
nintendo,ds,7
ds,successor,8
successor,hugely,7
hugely,successful,8
successful,gameboy,9
gameboy,handheld,7
handheld,game,6
game,console,6
console,went,6
went,sale,4
sale,japan,4
japan,2,5
2,december,8
december,ds,7
ds,two,3
two,screens,7
screens,one,6
one,touch,4
touch,sensitive,9
sensitive,also,8
also,on-board,7
on-board,short-range,9
short-range,wireless,10
wireless,link,7
link,lets,3
lets,people,5
people,play,5
play,launch,5
launch,media,6
media,adapter,7
adapter,attempt,6
attempt,broaden,7
broaden,appeal,7
appeal,device,6
device,widely,6
widely,seen,5
seen,response,6
response,unveiling,8
unveiling,sony,8
sony,psp,4
psp,built,5
built,multi-purpose,11
multi-purpose,media,11
media,player,6
player,game,4
game,gadget,3
gadget,start,5
start,sony,4
sony,thought,6
thought,preparing,9
preparing,pre-packaged,6
pre-packaged,movies,11
movies,music,4
music,psp,4
psp,add-on,6
add-on,also,4
also,work,4
work,gameboy,7
gameboy,advance,7
advance,sp,7
sp,nintendo,8
nintendo,dominates,7
dominates,handheld,8
handheld,gaming,7
gaming,console,7
console,world,5
world,thanks,6
thanks,successive,9
successive,versions,8
versions,gameboy,7
gameboy,28,7
28,million,7
million,gameboy,6
gameboy,advance,7
advance,handhelds,7
handhelds,sold,7
sold,around,4
around,world,4
world,dual-screen,10
dual-screen,ds,9
ds,also,3
also,thought,7
thought,selling,7
selling,well,4
well,25,4
25,million,7
million,expected,8
expected,sold,7
sold,end,3
end,2004,4
2004,nintendo,8
nintendo,said,7
said,plans,4
plans,sell,5
sell,media,4
media,adapter,7
adapter,outside,7
outside,japan,7
japan,goes,5
goes,sale,4
sale,adapter,5
adapter,expected,6
expected,cost,7
cost,5000,4
5000,yen,4
yen,Â£25,3
Â£25,roughly,7
roughly,difference,10
difference,price,7
price,ds,5
ds,higher-priced,13
higher-priced,sony,13
sony,psp,4
apple,sues,5
sues,stop,3
stop,product,6
product,leaks,7
leaks,computer,8
computer,firm,8
firm,apple,5
apple,issued,5
issued,lawsuit,5
lawsuit,prevent,6
prevent,online,6
online,leaks,6
leaks,information,10
information,future,9
future,products,7
products,lawsuit,6
lawsuit,unidentified,11
unidentified,individual,9
individual,comes,10
comes,weeks,4
weeks,macworld,7
macworld,conference,9
conference,san,9
san,francisco,7
francisco,used,8
used,showcase,7
showcase,new,7
new,products,8
products,complaint,9
complaint,said,7
said,unidentified,10
unidentified,individual,9
individual,recently,10
recently,misappropriated,13
misappropriated,disseminated,9
disseminated,confidential,11
confidential,information,8
information,lawsuit,10
lawsuit,filed,7
filed,santa,5
santa,clara,4
clara,california,6
california,superior,9
superior,court,7
court,apple,5
apple,famously,6
famously,secretive,9
secretive,future,7
future,product,6
product,launches,8
launches,apple,6
apple,users,5
users,equally,6
equally,famous,7
famous,speculating,10
speculating,new,10
new,technology,9
technology,company,8
company,fans,5
fans,speculated,9
speculated,recent,7
recent,weeks,4
weeks,possibility,11
possibility,new,11
new,type,4
type,ipod,4
ipod,announced,7
announced,macworld,7
macworld,conference,9
conference,apple,9
apple,said,5
said,seven-page,8
seven-page,complaint,10
complaint,filed,8
filed,13,5
13,december,8
december,know,8
know,TRUE,4
TRUE,names,4
names,capacities,7
capacities,whether,8
whether,individual,10
individual,associate,9
associate,corporate,6
corporate,otherwise,7
otherwise,defendants,9
defendants,company,8
company,said,6
said,would,4
would,amend,4
amend,complaint,7
complaint,discovered,10
discovered,names,9
names,allegedly,8
allegedly,leaked,6
leaked,information,10
information,first,8
first,time,4
time,apple,4
apple,sued,5
sued,people,6
people,posted,4
posted,information,9
information,future,9
future,products,7
products,internet,8
internet,december,6
december,2002,8
2002,apple,5
apple,sued,5
sued,former,5
former,contractor,7
contractor,allegedly,10
allegedly,posted,7
posted,online,6
online,drawings,6
drawings,images,6
images,engineering,10
engineering,details,9
details,companys,6
companys,powermac,7
powermac,g4,8
g4,computer,8
computer,statement,8
statement,apple,7
apple,said,5
said,current,7
current,lawsuit:,7
lawsuit:,apple,7
apple,filed,4
filed,civil,4
civil,complaint,7
complaint,unnamed,8
unnamed,individuals,9
individuals,believe,10
believe,stole,6
stole,trade,4
trade,secrets,6
secrets,posted,6
posted,detailed,6
detailed,information,10
information,unannounced,10
unannounced,apple,9
apple,product,7
product,internet,7
gamer,buys,5
buys,26500,5
26500,virtual,7
virtual,land,7
land,22-year-old,9
22-year-old,gamer,9
gamer,spent,5
spent,26500,5
26500,Â£13700,4
Â£13700,island,6
island,exists,6
exists,computer,7
computer,role-playing,10
role-playing,game,11
game,rpg,4
rpg,australian,9
australian,gamer,9
gamer,known,5
known,gaming,5
gaming,moniker,6
moniker,deathifier,7
deathifier,bought,9
bought,island,6
island,online,4
online,auction,6
auction,land,7
land,exists,6
exists,within,6
within,game,6
game,project,6
project,entropia,7
entropia,rpg,6
rpg,allows,6
allows,thousands,8
thousands,players,8
players,interact,7
interact,entropia,6
entropia,allows,7
allows,gamers,5
gamers,buy,6
buy,sell,4
sell,virtual,6
virtual,items,5
items,using,5
using,real,5
real,cash,4
cash,fans,3
fans,titles,5
titles,often,4
often,use,4
use,auction,6
auction,site,6
site,ebay,4
ebay,sell,4
sell,virtual,6
virtual,wares,6
wares,earlier,4
earlier,year,5
year,economists,10
economists,calculated,9
calculated,massively,9
massively,multi-player,8
multi-player,online,9
online,role-playing,8
role-playing,games,11
games,mmorpgs,6
mmorpgs,gross,5
gross,economic,7
economic,impact,8
impact,equivalent,8
equivalent,gdp,10
gdp,african,7
african,nation,5
nation,namibia,4
namibia,historic,7
historic,moment,8
moment,gaming,4
gaming,history,7
history,sale,6
sale,goes,4
goes,prove,4
prove,massive,5
massive,multi-player,9
multi-player,online,9
online,gaming,4
gaming,reached,6
reached,new,6
new,plateau,6
plateau,said,6
said,marco,4
marco,behrmann,7
behrmann,director,8
director,community,9
community,relations,9
relations,mindark,9
mindark,games,7
games,developer,8
developer,virtual,8
virtual,island,6
island,includes,6
includes,gigantic,8
gigantic,abandoned,8
abandoned,castle,7
castle,beautiful,7
beautiful,beaches,6
beaches,described,6
described,ripe,6
ripe,developing,9
developing,beachfront,8
beachfront,property,9
property,deathifier,10
deathifier,make,8
make,money,3
money,investment,9
investment,able,9
able,tax,4
tax,gamers,5
gamers,come,4
come,virtual,7
virtual,land,7
land,hunt,3
hunt,mine,3
mine,gold,4
gold,also,4
also,begun,5
begun,sell,4
sell,plots,5
plots,people,4
people,wish,6
wish,build,4
build,virtual,6
virtual,homes,7
homes,type,4
type,investment,9
investment,definitely,9
definitely,become,8
become,trend,6
trend,online,5
online,gaming,4
gaming,said,4
said,deathifier,8
deathifier,entopia,7
entopia,economy,6
economy,lets,7
lets,gamers,4
gamers,exchange,8
exchange,real,7
real,currency,6
currency,ped,7
ped,project,5
project,entropia,7
entropia,dollars,8
dollars,back,6
back,real,4
real,money,5
money,ten,4
ten,peds,3
peds,equivalent,9
equivalent,one,9
one,us,3
us,dollar,6
dollar,typical,6
typical,items,7
items,sold,5
sold,include,5
include,iron,6
iron,ingots,4
ingots,5,6
5,shogun,6
shogun,armour,5
armour,170,6
170,gamers,6
gamers,theoretically,12
theoretically,earn,11
earn,money,5
money,accumulating,11
accumulating,peds,12
peds,acquisition,10
acquisition,goods,10
goods,buildings,7
buildings,land,7
