Current_Word,Next_Word,Levenshtein_distance
manufacturers,looking,13
looking,technological,10
technological,improvements,12
improvements,let,10
let,people,5
people,take,5
take,photos,6
photos,poorly-lit,8
poorly-lit,conditions,9
conditions,like,9
like,nightclubs,9
nightclubs,developments,11
developments,include,10
include,wide-angle,8
wide-angle,modes,8
modes,basic,5
basic,editing,6
editing,features,7
features,better,5
better,sensors,5
sensors,processors,5
processors,recording,8
recording,film,8
film,clips,4
clips,images,5
images,camera,5
camera,phones,6
phones,even,5
even,made,4
made,art,3
art,world,4
world,exhibition,10
exhibition,next,8
next,month,4
month,aid,5
aid,charity,5
charity,mencap,7
mencap,feature,6
feature,snaps,6
snaps,taken,5
taken,camera,4
camera,phones,6
phones,top,5
top,artists,6
artists,exhibition,8
exhibition,fonetography,12
fonetography,feature,9
feature,images,6
images,taken,4
taken,photographers,10
photographers,david,12
david,bailey,5
bailey,rankin,5
rankin,nan,4
nan,goldin,5
goldin,artists,7
artists,sir,6
sir,peter,4
peter,blake,5
blake,tracey,4
tracey,emin,6
emin,jack,4
jack,vettriano,8
vettriano,uses,9
uses,worried,6
worried,many,7
many,organisations,11
organisations,intel,11
intel,samsung,7
samsung,uks,6
uks,foreign,7
foreign,office,5
office,lawrence,6
lawrence,livermore,6
livermore,national,9
national,laboratories,10
laboratories,us,11
us,decided,7
decided,ban,7
ban,camera,5
camera,phones,6
phones,buildings,7
buildings,fear,9
fear,sensitive,8
sensitive,information,9
information,snapped,9
snapped,leaked,4
leaked,many,5
many,schools,7
schools,fitness,6
fitness,centres,5
centres,local,7
local,councils,5
councils,also,7
also,banned,5
banned,fears,6
fears,privacy,6
privacy,misuse,6
misuse,italys,6
italys,information,9
information,commissioner,9
commissioner,also,10
also,voiced,6
voiced,concern,4
concern,issued,6
issued,guidelines,8
guidelines,phones,7
phones,used,5
used,camera,5
camera,phone,6
phone,fears,5
fears,dampened,7
dampened,manufacturers,11
manufacturers,profits,10
profits,according,7
according,recent,7
recent,figures,7
figures,sony,7
sony,ericssons,6
ericssons,profits,7
profits,tripled,6
tripled,third-quarter,10
third-quarter,new,12
new,camera,5
camera,phones,6
phones,60,6
60,mobiles,7
mobiles,sold,5
sold,three,5
three,months,6
months,september,8
september,featured,6
featured,integrated,7
integrated,cameras,7
cameras,said,6
mobile,multimedia,7
multimedia,slow,9
slow,catch,5
catch,doubt,5
doubt,mobile,5
mobile,phones,6
phones,sporting,7
sporting,cameras,8
cameras,colour,6
colour,screens,6
screens,hugely,6
hugely,popular,6
popular,consumers,6
consumers,swapping,9
swapping,old,8
old,phones,5
phones,slinkier,6
slinkier,dinkier,2
dinkier,versions,7
versions,thought,8
thought,responsible,10
responsible,26,11
26,increase,8
increase,number,7
number,phones,5
phones,sold,5
sold,third,4
third,quarter,6
quarter,2004,7
2004,according,9
according,analysts,8
analysts,gartner,7
gartner,167,7
167,million,7
million,handsets,8
handsets,sold,7
sold,globally,6
globally,july,6
july,september,9
september,2004,9
2004,period,6
period,according,7
according,gartner,8
gartner,analyst,7
analyst,carolina,6
carolina,milanesi,8
milanesi,seldom,7
seldom,strong,5
strong,although,5
although,consumers,9
consumers,mobiles,6
mobiles,take,6
take,send,4
send,snaps,4
snaps,sounds,4
sounds,video,6
video,clips,5
clips,far,5
far,taking,5
taking,chance,6
chance,fact,4
fact,numbers,7
numbers,people,7
people,taking,6
taking,sending,4
sending,pictures,8
pictures,audio,7
audio,video,3
video,growing,7
growing,figures,7
figures,gathered,6
gathered,continental,9
continental,research,10
research,shows,7
shows,36,5
36,british,7
british,camera,7
camera,phone,6
phone,users,5
users,never,4
never,sent,4
sent,multimedia,9
multimedia,message,8
message,mms,5
mms,7,3
7,2003,4
2003,despite,7
despite,fact,6
fact,period,6
period,numbers,7
numbers,camera,4
camera,phones,6
phones,uk,6
uk,doubled,6
doubled,75,7
75,million,7
million,getting,6
getting,mobile,6
mobile,phone,5
phone,users,5
users,send,3
send,multimedia,9
multimedia,messages,8
messages,really,6
really,important,8
important,operators,7
operators,keen,8
keen,squeeze,5
squeeze,cash,7
cash,customers,7
customers,offset,8
offset,cost,4
cost,subsidising,10
subsidising,handsets,9
handsets,people,7
people,buying,6
buying,problem,7
problem,face,6
face,said,3
said,shailendra,6
shailendra,jain,7
jain,head,4
head,mms,4
mms,firm,4
firm,adamind,6
adamind,educating,5
educating,people,9
people,send,5
send,multimedia,9
multimedia,messages,8
messages,using,6
using,funky,5
funky,handsets,7
handsets,also,6
also,said,4
said,simplify,6
simplify,interface,8
interface,rocket,8
rocket,science,6
science,terms,6
terms,someone,6
someone,understanding,11
understanding,research,10
research,bears,5
bears,suspicion,9
suspicion,people,8
people,sending,6
sending,multimedia,9
multimedia,messages,8
messages,know,8
know,according,8
according,continental,9
continental,research,10
research,29,8
29,people,6
people,questioned,8
questioned,said,7
said,technophobes,12
technophobes,tended,8
tended,shy,6
shy,away,3
away,innovation,9
innovation,11,10
11,regarded,8
regarded,technically,10
technically,savvy,9
savvy,enough,6
enough,send,5
send,picture,7
picture,video,6
video,message,7
message,fact,6
fact,multimedia,9
multimedia,services,8
services,interoperable,11
interoperable,across,11
across,networks,6
networks,phones,6
phones,adds,5
adds,peoples,6
peoples,reluctance,9
reluctance,start,8
start,sending,6
sending,said,5
said,mr,4
mr,jain,4
jain,ask,3
ask,themselves:,10
themselves:,im,10
im,streaming,8
streaming,video,8
video,one,4
one,handset,5
handset,another,5
another,work,6
work,said,4
said,theres,6
theres,lot,6
lot,user,4
user,apprehension,11
apprehension,deeper,10
deeper,technical,8
technical,reasons,8
reasons,multimedia,10
multimedia,messages,8
messages,pushed,6
pushed,strongly,8
strongly,might,7
might,andrew,6
andrew,bud,5
bud,executive,8
executive,chairman,9
chairman,messaging,8
messaging,firm,8
firm,mblox,5
mblox,said,5
said,mobile,5
mobile,phone,5
phone,operators,7
operators,cap,8
cap,number,6
number,messages,7
messages,circulating,10
circulating,one,10
one,time,3
time,fear,4
fear,overwhelming,11
overwhelming,system,10
system,rate,4
rate,send,4
send,mms,4
mms,mobile,5
mobile,network,7
network,fairly,7
fairly,constant,8
constant,said,6
said,reason,5
reason,finite,6
finite,capacities,7
capacities,data,8
data,traffic,6
traffic,second,7
second,generation,8
generation,networks,8
networks,currently,9
currently,users,7
users,no-one,6
no-one,wants,6
wants,take,4
take,risk,4
risk,swamping,7
swamping,relatively,9
relatively,narrow,9
narrow,channels,7
channels,number,7
number,mms,5
mms,messages,6
messages,capped,7
capped,said,4
said,mr,4
mr,bud,3
bud,led,2
led,operators,8
operators,finding,9
finding,technologies,10
technologies,particularly,12
particularly,one,12
one,known,4
known,wap-push,8
wap-push,get,8
get,multimedia,9
multimedia,customers,6
customers,networks,7
networks,find,8
find,good,3
good,way,4
way,get,3
get,multimedia,9
multimedia,customers,6
customers,results,7
results,dramatic,7
dramatic,israeli,6
israeli,technology,9
technology,firm,10
firm,celltick,7
celltick,found,8
found,way,5
way,broadcast,8
broadcast,data,7
data,across,6
across,phone,5
phone,networks,7
networks,way,7
way,overwhelm,8
overwhelm,existing,9
existing,bandwidth,8
bandwidth,one,8
one,first,5
first,firms,2
firms,use,5
use,celltick,8
celltick,service,5
service,hutch,6
hutch,india,5
india,largest,7
largest,mobile,7
mobile,firm,5
firm,country,6
country,broadcast,8
broadcast,system,9
system,gets,5
gets,multimedia,9
multimedia,customers,6
customers,via,9
via,rolling,6
rolling,menu,6
menu,far,4
far,faster,3
faster,would,6
would,possible,6
possible,systems,7
systems,multimedia,8
multimedia,messaging,9
messaging,system,8
system,gets,5
gets,people,5
people,used,6
used,seeing,5
seeing,phones,6
phones,device,6
device,handle,5
handle,different,8
different,types,8
types,content,6
content,result,6
result,40,6
40,subscribers,11
subscribers,hutch,9
hutch,alive,5
alive,uses,5
uses,cellticks,8
cellticks,broadcast,8
broadcast,technology,10
technology,regularly,8
regularly,click,8
click,pictures,7
pictures,sounds,6
sounds,images,5
images,operator,7
operator,operators,1
operators,really,7
really,need,5
need,start,5
start,utilising,8
utilising,tool,8
tool,reach,5
reach,customers,9
customers,said,8
said,yaron,4
yaron,toren,3
toren,spokesman,6
spokesman,celltick,9
celltick,multimedia,8
multimedia,message,8
message,getting,6
anti-spam,laws,8
laws,bite,4
bite,spammer,6
spammer,hard,6
hard,nets,4
nets,self-declared,12
self-declared,spam,11
spam,king,4
king,seeking,3
seeking,bankruptcy,9
bankruptcy,protection,10
protection,scott,7
scott,richter,5
richter,man,7
man,behind,5
behind,optinrealbigcom,13
optinrealbigcom,billions,12
billions,junk,7
junk,mail,4
mail,messages,6
messages,said,6
said,lawsuits,6
lawsuits,forced,8
forced,company,6
company,chapter,5
chapter,11,7
11,optinrealbig,12
optinrealbig,fighting,10
fighting,several,8
several,legal,4
legal,battles,6
battles,notably,6
notably,microsoft,9
microsoft,pushing,9
pushing,millions,6
millions,dollars,5
dollars,damages,5
damages,company,6
company,said,6
said,filing,5
filing,chapter,7
chapter,11,7
11,would,5
would,help,4
help,try,4
try,resolve,7
resolve,legal,5
legal,problems,7
problems,still,7
still,keep,5
keep,trading,7
trading,listed,7
listed,third,5
third,biggest,7
biggest,spammer,7
spammer,world,7
world,junk,5
junk,mail,4
mail,watchdog,7
watchdog,spamhaus,7
spamhaus,optinrealbig,10
optinrealbig,sued,11
sued,december,7
december,2003,8
2003,sending,7
sending,mail,6
mail,messages,6
messages,violated,6
violated,anti-spam,9
anti-spam,laws,8
laws,lawsuit,3
lawsuit,brought,6
brought,microsoft,6
microsoft,new,9
new,york,4
york,attorney,6
attorney,general,7
general,eliot,6
eliot,spitzer,6
spitzer,alleged,6
alleged,mr,7
mr,richter,6
richter,accomplices,9
accomplices,sent,11
sent,billions,7
billions,spam,8
spam,messages,6
messages,514,8
514,compromised,11
compromised,net,10
net,addresses,8
addresses,35,9
35,countries,9
countries,according,8
according,microsoft,8
microsoft,messages,8
messages,sent,7
sent,via,4
via,net,3
net,addresses,8
addresses,owned,8
owned,kuwait,5
kuwait,ministries,9
ministries,communication,9
communication,finance,11
finance,several,7
several,korean,5
korean,schools,7
schools,seoul,4
seoul,municipal,8
municipal,boramae,8
boramae,hospital,6
hospital,virginia,7
virginia,community,7
community,college,7
college,system,6
system,mr,6
mr,richter,6
richter,settled,6
settled,attorney,6
attorney,general,7
general,case,6
case,july,4
july,2004,4
2004,legal,5
legal,fight,4
fight,microsoft,7
microsoft,continuing,10
continuing,microsoft,10
microsoft,seeking,9
seeking,millions,6
millions,dollars,5
dollars,damages,5
damages,optinrealbig,11
optinrealbig,anti-spam,9
anti-spam,laws,8
laws,impose,5
impose,penalties,8
penalties,every,8
every,violation,9
violation,statement,8
statement,announcing,9
announcing,desire,9
desire,seek,5
seek,bankruptcy,9
bankruptcy,protection,10
protection,company,9
company,said,6
said,it:,4
it:,could,5
could,continue,6
continue,contend,3
contend,legal,7
legal,maneuvers,8
maneuvers,sic,9
sic,number,6
number,companies,7
companies,across,8
across,country,7
country,including,7
including,microsoft,8
microsoft,still,9
still,run,5
run,viable,6
viable,business,7
business,chapter,7
chapter,11,7
11,filing,6
filing,optinrealbig,9
optinrealbig,claimed,10
claimed,assets,6
assets,less,4
less,10m,4
10m,Â£529m,4
Â£529m,debts,5
debts,50m,5
50m,included,8
included,46m,8
46m,microsoft,9
microsoft,seeking,9
seeking,via,6
via,lawsuit,6
lawsuit,litigation,8
litigation,relentless,10
relentless,distraction,11
distraction,contend,10
contend,said,6
said,steven,5
steven,richter,6
richter,legal,7
legal,counsel,6
counsel,optinrealbig,9
optinrealbig,make,11
make,mistake,3
mistake,expect,7
expect,prevail,7
prevail,part,5
part,optinrealbig,10
optinrealbig,describes,10
describes,premier,7
premier,internet,6
internet,marketing,8
marketing,company,8
company,said,6
said,move,4
move,seek,4
seek,chapter,6
chapter,11,7
11,necessary,9
necessary,let,8
let,keep,3
keep,trading,7
trading,sorting,4
sorting,legal,7
legal,battles,6
peer-to-peer,nets,10
nets,stay,4
stay,peer-to-peer,11
peer-to-peer,p2p,10
p2p,networks,8
networks,stay,7
stay,verge,5
verge,exploited,8
exploited,commercial,10
commercial,media,6
media,firms,5
firms,says,4
says,panel,4
panel,industry,8
industry,experts,7
experts,several,5
several,high-profile,10
high-profile,legal,10
legal,cases,5
cases,file-sharers,9
file-sharers,resolved,9
resolved,year,7
year,firms,5
firms,keen,5
keen,try,4
try,make,4
make,money,3
money,p2p,5
p2p,technology,10
technology,expert,9
expert,panel,5
panel,probed,4
probed,future,6
future,p2p,6
p2p,consumer,8
consumer,electronics,10
electronics,show,10
show,las,4
las,vegas,3
vegas,earlier,7
earlier,january,6
january,first,7
first,convictions,10
convictions,p2p,11
p2p,piracy,5
piracy,handed,6
handed,us,6
us,january,6
january,william,7
william,trowbridge,9
trowbridge,michael,10
michael,chicoine,6
chicoine,pleaded,8
pleaded,guilty,7
guilty,charges,7
charges,infringed,6
infringed,copyright,7
copyright,illegally,9
illegally,sharing,9
sharing,music,6
music,movies,4
movies,software,7
software,since,6
since,first,4
first,successful,9
successful,file-sharing,11
file-sharing,network,10
network,napster,6
napster,forced,6
forced,close,5
close,entertainment,12
entertainment,industry,11
industry,nervous,7
nervous,critical,8
critical,p2p,8
p2p,technology,10
technology,blaming,9
blaming,falling,4
falling,sales,5
sales,piracy,6
piracy,going,6
going,change,4
change,soon,5
soon,according,7
according,panel,9
panel,music,5
music,film,5
film,industries,9
industries,started,7
started,big,7
big,legal,4
legal,cases,5
cases,owners,4
owners,legitimate,10
legitimate,p2p,10
p2p,networks,8
networks,-,8
-,illegal,7
illegal,-,7
-,individuals,11
individuals,accused,10
accused,distributing,11
distributing,pirated,9
pirated,content,6
content,networks,8
networks,slowly,7
slowly,realised,7
realised,p2p,8
p2p,good,4
good,way,4
way,distribute,10
distribute,content,8
content,said,7
said,travis,4
travis,kalanick,6
kalanick,founder,7
founder,chairman,8
chairman,p2p,8
p2p,network,7
network,red,6
red,swoosh,6
swoosh,soon,3
soon,going,3
going,want,4
want,slice,5
slice,waiting,6
waiting,come,7
come,business,7
business,models,6
models,work,5
work,includes,8
includes,digital,8
digital,rights,4
rights,management,9
management,copy-protection,13
copy-protection,standards,14
standards,legal,8
legal,actions,7
actions,resolved,8
resolved,experimentation,13
experimentation,p2p,14
p2p,cannot,6
cannot,happen,5
happen,said,5
said,michael,6
michael,weiss,7
weiss,president,7
president,streamcast,7
streamcast,networks,9
networks,remembering,9
remembering,furore,10
furore,around,5
around,vcrs,6
vcrs,first,3
first,came,5
came,mr,3
mr,weiss,5
weiss,said:,4
said:,old,4
old,media,4
media,always,6
always,tries,5
tries,stop,5
stop,new,4
new,media,4
media,cant,5
cant,stop,4
stop,try,3
try,control,5
control,figure,6
figure,make,5
make,money,3
money,always,5
always,make,5
make,lot,4
lot,money,4
money,courts,5
courts,decided,7
decided,vcr,6
vcr,illegal,7
illegal,technology,9
technology,film,9
film,studios,6
studios,turned,5
turned,extremely,7
extremely,lucrative,8
lucrative,business,8
business,august,6
august,2004,6
2004,san,4
san,francisco-based,13
francisco-based,us,14
us,court,4
court,appeals,7
appeals,ruled,6
ruled,favour,6
favour,grokster,7
grokster,streamcast,9
streamcast,two,9
two,file-sharing,12
file-sharing,networks,10
networks,court,7
court,said,5
said,essentially,9
essentially,position,8
position,sony,6
sony,1980s,5
1980s,vcr,5
vcr,battle,6
battle,said,5
said,networks,8
networks,could,7
could,deemed,5
deemed,illegal,6
illegal,p2p,7
p2p,networks,8
networks,usually,8
usually,rely,5
rely,dedicated,8
dedicated,servers,8
servers,transfer,7
transfer,files,7
files,instead,6
instead,uses,5
uses,direct,5
direct,connections,8
connections,computers,7
computers,-,9
-,clients,7
clients,many,6
many,different,8
different,types,8
types,p2p,4
p2p,systems,7
systems,work,7
work,different,8
different,ways,9
ways,p2p,4
p2p,nets,4
nets,used,4
used,share,5
share,kind,5
kind,file,3
file,like,2
like,photos,6
photos,free,6
free,software,6
software,licensed,8
licensed,music,7
music,digital,6
digital,content,7
content,bbc,7
bbc,already,7
already,decided,7
decided,embrace,7
embrace,technology,9
technology,aims,10
aims,offer,5
offer,programmes,8
programmes,download,9
download,year,7
year,use,4
use,p2p,3
p2p,technology,10
technology,distribute,10
distribute,files,9
files,would,5
would,locked,4
locked,seven,5
seven,days,5
days,programme,8
programme,aired,8
aired,making,5
making,rights,6
rights,management,9
management,easier,8
easier,control,7
control,technology,7
technology,still,9
still,demonised,8
demonised,misunderstood,10
misunderstood,many,11
many,global,6
global,entertainment,12
entertainment,industry,11
industry,says,7
says,26,4
26,billion,7
billion,copyrighted,10
copyrighted,music,10
music,files,5
files,downloaded,8
downloaded,every,10
every,month,5
month,half,5
half,million,6
million,films,5
films,downloaded,9
downloaded,day,8
day,legal,4
legal,music,5
music,download,8
download,services,8
services,like,6
like,apple,4
apple,itunes,5
itunes,napster,6
napster,rushed,5
rushed,music,4
music,marketplace,9
marketplace,try,10
try,lure,3
lure,file-sharers,9
file-sharers,away,11
away,free,4
free,content,6
content,sales,6
sales,legally-downloaded,15
legally-downloaded,songs,16
songs,grew,5
grew,tenfold,7
tenfold,2004,7
2004,200,1
200,million,7
million,tracks,7
tracks,bought,6
bought,online,6
online,us,6
us,europe,5
europe,12,6
12,months,6
months,ifpi,6
ifpi,reported,7
reported,week,6
week,download,7
download,services,8
services,different,8
different,p2p,9
p2p,networks,8
networks,least,7
least,financial,8
financial,aspect,8
aspect,several,6
several,money-spinning,13
money-spinning,models,10
models,could,4
could,turn,4
turn,p2p,4
p2p,golden,6
golden,egg,6
egg,commercial,9
commercial,entertainment,11
entertainment,companies,10
companies,paid-for-pass-along,16
paid-for-pass-along,firms,16
firms,receive,7
receive,money,6
money,time,4
time,file,2
file,shared,5
shared,along,6
along,various,5
various,drm,6
drm,solutions,9
solutions,advertiser-based,13
advertiser-based,options,13
options,considered,8
considered,see,7
see,going,5
going,different,8
different,models,8
models,commoditising,9
commoditising,p2p,13
p2p,said,4
said,marc,3
marc,morgenstern,9
morgenstern,vice,10
vice,president,7
president,anti-piracy,10
anti-piracy,firm,9
firm,overpeer,7
overpeer,consumers,7
consumers,hungry,7
hungry,discover,8
discover,new,7
new,models,5
models,together,6
together,agreed,6
agreed,mr,5
mr,morgenstern,9
morgenstern,many,9
many,net,4
net,users,4
users,continue,8
continue,ignore,6
ignore,entertainment,11
entertainment,industrys,11
industrys,potential,8
potential,controlling,8
controlling,grip,9
grip,content,7
content,p2p,7
p2p,technology,10
technology,continuing,9
continuing,use,9
use,creations,8
creations,unsigned,8
unsigned,bands,7
bands,example,6
example,use,6
use,p2p,3
p2p,networks,8
networks,distribute,9
distribute,music,8
music,effectively,10
effectively,also,11
also,draws,4
draws,attention,9
attention,record,8
record,companies,9
companies,looking,7
looking,new,7
new,artists,7
artists,sign,6
sign,increasingly,9
increasingly,seeing,8
seeing,p2p,6
p2p,consumer-created,16
consumer-created,content,11
content,said,7
said,derek,5
derek,broes,4
broes,microsoft,7
microsoft,probably,8
probably,play,5
play,increasing,9
increasing,role,9
role,helping,6
helping,p2p,6
p2p,spread,5
spread,said,4
said,looking,6
looking,p2ps,7
p2ps,future,6
future,file,4
file,sharing,6
sharing,beginning,6
beginning,p2p,9
p2p,networks,8
networks,far,7
far,mr,2
mr,broes,4
broes,concerned,7
concerned,issues,8
issues,resolved,6
resolved,going,7
going,see,5
see,aggressive,8
aggressive,movement,9
movement,protect,6
protect,content,4
content,also,7
also,ways,3
ways,unimaginable,11
unimaginable,said,10
said,file-sharing,9
file-sharing,tip,11
tip,iceberg,7
broadband,fuels,9
fuels,online,6
online,expression,9
expression,fast,9
fast,web,4
web,access,5
access,encouraging,10
encouraging,people,10
people,express,5
express,online,7
online,research,8
research,suggests,8
suggests,quarter,7
quarter,broadband,8
broadband,users,9
users,britain,7
britain,regularly,8
regularly,upload,8
upload,content,7
content,personal,7
personal,sites,7
sites,according,9
according,report,7
report,uk,6
uk,think-tank,9
think-tank,demos,10
demos,said,5
said,always-on,8
always-on,fast,7
fast,connection,9
connection,changing,7
changing,way,7
way,people,6
people,use,5
use,internet,7
internet,five,7
five,million,6
million,households,9
households,uk,9
uk,broadband,9
broadband,number,8
number,growing,7
growing,fast,7
fast,demos,5
demos,report,4
report,looked,6
looked,impact,6
impact,broadband,8
broadband,peoples,8
peoples,net,6
net,habits,5
habits,found,6
found,half,5
half,broadband,8
broadband,logged,7
logged,web,5
web,breakfast,8
breakfast,one,8
one,five,3
five,even,3
even,admitted,7
admitted,getting,7
getting,middle,7
middle,night,5
night,browse,6
browse,web,5
web,significantly,13
significantly,argues,12
argues,report,6
report,broadband,8
broadband,encouraging,9
encouraging,people,10
people,take,5
take,active,4
active,role,5
role,online,4
online,found,5
found,one,3
one,five,3
five,post,4
post,something,7
something,net,7
net,everyday,7
everyday,ranging,8
ranging,comments,7
comments,opinions,7
opinions,sites,6
sites,uploading,9
uploading,photographs,10
photographs,broadband,9
broadband,putting,8
putting,media,6
media,shifts,6
shifts,power,6
power,institutions,12
institutions,hands,11
hands,individual,9
individual,said,8
said,john,4
john,craig,5
craig,co-author,7
co-author,demos,8
demos,report,4
report,self-diagnosis,12
self-diagnosis,online,11
online,education,8
education,broadband,8
broadband,creates,7
creates,social,7
social,innovation,8
innovation,moves,8
moves,debate,6
debate,beyond,5
beyond,simple,6
simple,questions,8
questions,access,7
access,speed,5
speed,demos,5
demos,report,4
report,entitled,7
entitled,broadband,8
broadband,britain:,6
britain:,end,7
end,asymmetry,8
asymmetry,commissioned,11
commissioned,net,10
net,provider,7
provider,aol,7
aol,broadband,8
broadband,moving,7
moving,perception,9
perception,internet,8
internet,piece,6
piece,technology,9
technology,integral,9
integral,part,7
part,home,4
home,life,3
life,uk,4
uk,said,4
said,karen,4
karen,thomson,6
thomson,chief,6
chief,executive,7
executive,aol,9
aol,uk,3
uk,many,4
many,people,6
people,spending,6
spending,time,7
time,computers,7
computers,automatically,11
automatically,might,11
might,switch,5
switch,television,9
television,radio,8
radio,according,7
according,analysts,8
analysts,nielsen//netratings,16
nielsen//netratings,50,19
50,228,3
228,million,7
million,uk,7
uk,net,3
net,users,4
users,regularly,7
regularly,accessing,9
accessing,web,8
web,home,4
home,month,4
month,logging,6
logging,high,6
high,speed,5
speed,spend,1
spend,twice,5
twice,long,5
long,online,4
online,people,5
people,dial-up,7
dial-up,connections,11
connections,viewing,8
viewing,average,6
average,1444,7
1444,pages,5
pages,per,3
per,month,5
month,popularity,8
popularity,fast,8
fast,net,3
net,access,5
access,growing,7
growing,partly,7
partly,fuelled,6
fuelled,fierce,4
fierce,competition,10
competition,prices,9
prices,services,3
savvy,searchers,7
searchers,fail,8
fail,spot,4
spot,ads,4
ads,internet,8
internet,search,7
search,engine,6
engine,users,6
users,odd,5
odd,mix,3
mix,naive,4
naive,sophisticated,11
sophisticated,suggests,10
suggests,report,7
report,search,5
search,habits,6
habits,report,6
report,us,6
us,pew,3
pew,research,7
research,center,6
center,reveals,6
reveals,87,7
87,searchers,9
searchers,usually,8
usually,find,7
find,looking,5
looking,using,4
using,search,6
search,engine,6
engine,also,6
also,shows,5
shows,spot,3
spot,difference,10
difference,paid-for,9
paid-for,results,8
results,organic,7
organic,ones,5
ones,report,6
report,reveals,5
reveals,84,7
84,net,3
net,users,4
users,say,4
say,regularly,7
regularly,use,8
use,google,5
google,ask,6
ask,jeeves,6
jeeves,msn,6
msn,yahoo,5
yahoo,online,6
online,almost,6
almost,50,6
50,questioned,10
questioned,said,7
said,would,4
would,trust,4
trust,search,6
search,engines,7
engines,much,7
much,less,4
less,knew,4
knew,information,10
information,paid,9
paid,results,7
results,hidden,7
hidden,according,7
according,figures,8
figures,gathered,6
gathered,pew,7
pew,researchers,10
researchers,average,8
average,users,5
users,spends,4
spends,43,6
43,minutes,7
minutes,per,6
per,month,5
month,carrying,8
carrying,34,8
34,separate,8
separate,searches,4
searches,looks,7
looks,19,5
19,webpages,8
webpages,hunt,8
hunt,significant,9
significant,chunk,10
chunk,net,5
net,users,4
users,36,5
36,carry,5
carry,search,4
search,least,4
least,weekly,5
weekly,29,6
29,asked,5
asked,look,5
look,every,5
every,weeks,4
weeks,44,5
44,questioned,10
questioned,information,9
information,looking,9
looking,critical,7
critical,information,9
information,simply,10
simply,find,5
find,search,6
search,engine,6
engine,users,6
users,also,5
also,tend,4
tend,loyal,5
loyal,found,4
found,site,5
site,feel,4
feel,trust,5
trust,tend,4
tend,stick,4
stick,according,8
according,pew,9
pew,research,7
research,44,8
44,searchers,9
searchers,use,8
use,single,5
single,search,5
search,engine,6
engine,48,6
48,use,3
use,two,3
two,three,4
three,small,5
small,number,5
number,7,6
7,consult,7
consult,three,7
three,sites,4
sites,tony,5
tony,macklin,7
macklin,spokesman,7
spokesman,ask,8
ask,jeeves,6
jeeves,said,6
said,results,6
results,reflected,6
reflected,research,6
research,showed,7
showed,people,5
people,use,5
use,different,8
different,search,8
search,engines,7
engines,way,7
way,sites,5
sites,gather,4
gather,information,9
information,means,10
means,provide,7
provide,different,8
different,results,8
results,query,6
query,despite,7
despite,liking,6
liking,search,6
search,sites,5
sites,half,5
half,questioned,10
questioned,said,7
said,could,4
could,get,5
get,information,10
information,via,10
via,routes,6
routes,small,6
small,number,5
number,17,6
17,said,4
said,wouldnt,6
wouldnt,really,6
really,miss,6
miss,search,6
search,engines,7
engines,exist,5
exist,remaining,7
remaining,33,9
33,said,4
said,could,4
could,live,5
live,without,6
without,search,7
search,sites,5
sites,two-thirds,8
two-thirds,questioned,9
questioned,68,10
68,said,4
said,thought,7
thought,results,6
results,presented,5
presented,fair,9
fair,unbiased,7
unbiased,selection,9
selection,information,7
information,topic,9
topic,found,4
found,net,5
net,alongside,8
alongside,growing,7
growing,sophistication,13
sophistication,net,13
net,users,4
users,lack,5
lack,awareness,8
awareness,paid-for,8
paid-for,results,8
results,many,7
many,search,5
search,engines,7
engines,provide,6
provide,alongside,5
alongside,lists,7
lists,websites,5
websites,found,8
found,indexing,7
indexing,web,7
web,asked,4
asked,62,5
62,unaware,7
unaware,someone,6
someone,paid,7
paid,results,7
results,see,6
see,carry,5
carry,search,4
search,18,6
18,searchers,9
searchers,say,7
say,tell,4
tell,results,5
results,paid,7
paid,said,1
said,pew,4
pew,report:,6
report:,finding,7
finding,ironic,6
ironic,since,5
since,nearly,6
nearly,half,4
half,users,5
users,say,4
say,would,5
would,stop,5
stop,using,4
using,search,6
search,engines,7
engines,thought,7
thought,engines,7
engines,clear,7
clear,presented,8
presented,paid,7
paid,results,7
results,commenting,9
commenting,mr,9
mr,macklin,6
macklin,said,5
said,sponsored,7
sponsored,results,8
results,must,5
must,clearly,7
clearly,marked,6
marked,though,6
though,might,5
might,help,5
help,queries,6
queries,user,5
user,testing,6
testing,showed,7
showed,people,5
people,need,5
need,able,4
able,spot,4
spot,difference,10
tvs,future,5
future,phone,5
phone,line,3
line,internet,6
internet,tv,7
tv,talked,5
talked,since,5
since,start,4
start,web,5
web,know,4
know,early,5
early,attempts,7
attempts,-,8
-,uks,3
uks,home,4
home,choice,3
choice,started,6
started,1992,7
1992,-,4
-,thwarted,8
thwarted,lack,7
lack,fast,3
fast,network,7
network,broadband,9
broadband,networks,9
networks,bedding,7
bedding,becoming,3
becoming,essential,8
essential,millions,9
millions,big,7
big,telcos,6
telcos,keen,5
keen,start,5
start,shooting,6
shooting,video,8
video,line,3
line,face,3
face,competition,10
competition,cable,9
cable,companies,6
companies,offering,7
offering,net,7
net,voice,5
voice,calls,5
calls,keen,5
keen,top,4
top,iptv,4
iptv,dogs,4
dogs,software,7
software,giant,7
giant,microsoft,7
microsoft,thinks,8
thinks,iptv,5
iptv,-,4
-,internet,8
internet,protocol,8
protocol,tv,7
tv,-,2
-,future,6
future,television,10
television,sits,8
sits,neatly,5
neatly,vision,6
vision,connected,9
